station,year,month,day,time,is_row_bad,Level,Battery
19160,2009,1,15,100,1,9.98,11.2
19160,2009,1,15,200,1,9.98,11.2
19160,2009,1,15,300,1,9.98,11.2
19160,2009,1,15,400,1,9.98,11.2
19160,2009,1,15,500,1,9.98,11.1
19160,2009,1,15,600,1,9.98,11.1
19160,2009,1,15,700,1,9.98,11.1
19160,2009,1,15,800,1,9.98,11.1
19160,2009,1,15,900,1,9.98,11.1
19160,2009,1,15,1000,1,9.98,11.1
19160,2009,1,15,1100,1,9.98,11.1
19160,2009,1,15,1200,1,9.98,11.1
19160,2009,1,15,1300,1,9.98,11.1
19160,2009,1,15,1400,1,9.98,11.1
19160,2009,1,15,1500,1,9.98,11.1
19160,2009,1,15,1600,1,9.98,11.1
19160,2009,1,15,1700,1,9.98,11.1
19160,2009,1,15,1800,1,9.98,11
19160,2009,1,15,1900,1,9.98,11.1
19160,2009,1,15,2000,1,9.98,11.1
19160,2009,1,15,2100,1,9.98,11
19160,2009,1,15,2200,1,9.98,11
19160,2009,1,15,2300,1,9.98,11
19160,2009,1,15,2400,1,9.98,11
19160,2009,1,16,100,1,9.98,11
19160,2009,1,16,200,1,9.98,11
19160,2009,1,16,300,1,9.98,11
19160,2009,1,16,400,1,9.98,11
19160,2009,1,16,500,1,9.98,11
19160,2009,1,16,600,1,9.98,10.9
19160,2009,1,16,700,1,9.98,10.9
19160,2009,1,16,800,1,9.98,10.9
19160,2009,1,16,900,1,9.98,10.9
19160,2009,1,16,1000,1,9.98,10.9
19160,2009,1,16,1100,1,9.98,10.9
19160,2009,1,16,1200,1,9.98,10.9
19160,2009,1,16,1300,1,9.98,10.9
19160,2009,1,16,1400,1,9.98,10.9
19160,2009,1,16,1500,1,9.98,10.8
19160,2009,1,16,1600,1,9.98,10.8
19160,2009,1,16,1700,1,9.98,10.8
19160,2009,1,16,1800,1,9.98,10.8
19160,2009,1,16,1900,1,9.98,10.7
19160,2009,1,16,2000,1,9.98,10.7
19160,2009,1,16,2100,1,9.98,10.7
19160,2009,1,16,2200,1,9.98,10.7
19160,2009,1,16,2300,1,9.98,10.6
19160,2009,1,16,2400,1,9.98,10.6
19160,2009,1,17,100,1,9.98,10.6
19160,2009,1,17,200,1,9.98,10.5
19160,2009,1,17,300,1,9.98,10.4
19160,2009,1,17,400,1,9.98,10.3
