station,year,month,day,time,is_row_bad,Level,Battery
15120,2010,5,31,900,0,4.96,12.5
15120,2010,5,31,1000,0,4.96,12.5
15120,2010,5,31,1100,0,4.96,12.5
15120,2010,5,31,1200,0,4.96,12.5
15120,2010,5,31,1300,0,4.96,12.5
15120,2010,5,31,1400,0,4.96,12.5
15120,2010,5,31,1500,0,4.96,12.5
15120,2010,5,31,1600,0,4.96,12.5
15120,2010,5,31,1700,0,4.96,12.5
15120,2010,5,31,1800,0,4.96,12.5
15120,2010,5,31,1900,0,4.96,12.5
15120,2010,5,31,2000,0,4.96,12.5
15120,2010,5,31,2100,0,4.96,12.5
15120,2010,5,31,2200,0,4.96,12.5
15120,2010,5,31,2300,0,4.96,12.5
15120,2010,5,31,2400,0,4.96,12.5
15120,2010,6,1,100,0,4.96,12.5
15120,2010,6,1,200,0,4.96,12.5
15120,2010,6,1,300,0,4.96,12.5
15120,2010,6,1,400,0,4.96,12.5
15120,2010,6,1,500,0,4.96,12.5
15120,2010,6,1,600,0,4.96,12.5
15120,2010,6,1,700,0,4.96,12.5
15120,2010,6,1,800,0,4.96,12.5
15120,2010,6,1,900,0,4.96,12.5
15120,2010,6,1,1000,0,4.96,12.5
15120,2010,6,1,1100,0,4.96,12.5
15120,2010,6,1,1200,0,4.96,12.5
15120,2010,6,1,1300,0,4.96,12.5
15120,2010,6,1,1400,0,4.96,12.5
15120,2010,6,1,1500,0,4.96,12.5
15120,2010,6,1,1600,0,4.97,12.5
15120,2010,6,1,1700,0,4.97,12.5
15120,2010,6,1,1800,0,4.98,12.5
15120,2010,6,1,1900,0,4.98,12.5
15120,2010,6,1,2000,0,4.98,12.5
15120,2010,6,1,2100,0,4.98,12.5
15120,2010,6,1,2200,0,4.98,12.5
15120,2010,6,1,2300,0,4.97,12.5
15120,2010,6,1,2400,0,4.97,12.5
15120,2010,6,2,100,0,4.97,12.5
15120,2010,6,2,200,0,4.97,12.5
15120,2010,6,2,300,0,4.96,12.5
15120,2010,6,2,400,0,4.96,12.5
15120,2010,6,2,500,0,4.96,12.5
15120,2010,6,2,600,0,4.96,12.5
15120,2010,6,2,700,0,4.96,12.5
15120,2010,6,2,800,0,4.96,12.5
15120,2010,6,2,900,0,4.96,12.5
15120,2010,6,2,1000,0,4.96,12.5
15120,2010,6,2,1100,0,4.96,12.5
15120,2010,6,2,1200,0,4.96,12.5
15120,2010,6,2,1300,0,4.96,12.5
15120,2010,6,2,1400,0,4.97,12.5
15120,2010,6,2,1500,0,4.97,12.5
15120,2010,6,2,1600,0,4.97,12.5
15120,2010,6,2,1700,0,4.97,12.5
15120,2010,6,2,1800,0,4.96,12.5
15120,2010,6,2,1900,0,4.96,12.5
15120,2010,6,2,2000,0,4.96,12.5
15120,2010,6,2,2100,0,4.96,12.5
15120,2010,6,2,2200,0,4.96,12.5
15120,2010,6,2,2300,0,4.96,12.5
15120,2010,6,2,2400,0,4.96,12.5
15120,2010,6,3,100,0,4.96,12.5
15120,2010,6,3,200,0,4.96,12.5
15120,2010,6,3,300,0,4.96,12.5
15120,2010,6,3,400,0,4.96,12.5
15120,2010,6,3,500,0,4.96,12.5
15120,2010,6,3,600,0,4.96,12.5
15120,2010,6,3,700,0,4.96,12.5
15120,2010,6,3,800,0,4.96,12.5
15120,2010,6,3,900,0,4.96,12.4
15120,2010,6,3,1000,0,4.95,12.5
15120,2010,6,3,1100,0,4.95,12.5
15120,2010,6,3,1200,0,4.95,12.5
15120,2010,6,3,1300,0,4.95,12.5
15120,2010,6,3,1400,0,4.95,12.5
15120,2010,6,3,1500,0,4.95,12.5
15120,2010,6,3,1600,0,4.95,12.5
15120,2010,6,3,1700,0,4.95,12.5
15120,2010,6,3,1800,0,4.95,12.5
15120,2010,6,3,1900,0,4.95,12.5
15120,2010,6,3,2000,0,4.95,12.5
15120,2010,6,3,2100,0,4.96,12.5
15120,2010,6,3,2200,0,4.96,12.5
15120,2010,6,3,2300,0,4.96,12.5
15120,2010,6,3,2400,0,4.96,12.5
15120,2010,6,4,100,0,4.96,12.5
15120,2010,6,4,200,0,4.96,12.5
15120,2010,6,4,300,0,4.96,12.5
15120,2010,6,4,400,0,4.96,12.5
15120,2010,6,4,500,0,4.96,12.5
15120,2010,6,4,600,0,4.96,12.5
15120,2010,6,4,700,0,4.96,12.5
15120,2010,6,4,800,0,4.96,12.5
15120,2010,6,4,900,0,4.95,12.5
15120,2010,6,4,1000,0,4.96,12.4
15120,2010,6,4,1100,0,4.96,12.5
15120,2010,6,4,1200,0,4.96,12.5
15120,2010,6,4,1300,0,4.96,12.5
15120,2010,6,4,1400,0,4.97,12.5
15120,2010,6,4,1500,0,4.97,12.5
15120,2010,6,4,1600,0,4.97,12.5
15120,2010,6,4,1700,0,4.97,12.5
15120,2010,6,4,1800,0,4.97,12.5
15120,2010,6,4,1900,0,4.96,12.5
15120,2010,6,4,2000,0,4.96,12.5
15120,2010,6,4,2100,0,4.96,12.5
15120,2010,6,4,2200,0,4.96,12.5
15120,2010,6,4,2300,0,4.96,12.5
15120,2010,6,4,2400,0,4.96,12.5
15120,2010,6,5,100,0,4.96,12.5
15120,2010,6,5,200,0,4.96,12.5
15120,2010,6,5,300,0,4.96,12.5
15120,2010,6,5,400,0,4.96,12.4
15120,2010,6,5,500,0,4.96,12.4
15120,2010,6,5,600,0,4.96,12.4
15120,2010,6,5,700,0,4.96,12.4
15120,2010,6,5,800,0,4.96,12.4
15120,2010,6,5,900,0,4.96,12.4
15120,2010,6,5,1000,0,4.96,12.4
15120,2010,6,5,1100,0,4.96,12.4
15120,2010,6,5,1200,0,4.96,12.4
15120,2010,6,5,1300,0,4.96,12.4
15120,2010,6,5,1400,0,4.96,12.4
15120,2010,6,5,1500,0,4.96,12.4
15120,2010,6,5,1600,0,4.96,12.5
15120,2010,6,5,1700,0,4.96,12.4
15120,2010,6,5,1800,0,4.96,12.4
15120,2010,6,5,1900,0,4.96,12.5
15120,2010,6,5,2000,0,4.96,12.4
15120,2010,6,5,2100,0,4.96,12.4
15120,2010,6,5,2200,0,4.96,12.4
15120,2010,6,5,2300,0,4.96,12.4
15120,2010,6,5,2400,0,4.96,12.4
15120,2010,6,6,100,0,4.96,12.4
15120,2010,6,6,200,0,4.96,12.4
15120,2010,6,6,300,0,4.97,12.4
15120,2010,6,6,400,0,4.97,12.4
15120,2010,6,6,500,0,4.97,12.4
15120,2010,6,6,600,0,4.96,12.4
15120,2010,6,6,700,0,4.96,12.4
15120,2010,6,6,800,0,4.96,12.4
15120,2010,6,6,900,0,4.96,12.4
15120,2010,6,6,1000,0,4.96,12.4
15120,2010,6,6,1100,0,4.97,12.4
15120,2010,6,6,1200,0,4.97,12.4
15120,2010,6,6,1300,0,4.98,12.4
15120,2010,6,6,1400,0,4.98,12.4
15120,2010,6,6,1500,0,4.98,12.4
15120,2010,6,6,1600,0,4.97,12.4
15120,2010,6,6,1700,0,4.97,12.4
15120,2010,6,6,1800,0,4.97,12.4
15120,2010,6,6,1900,0,4.96,12.4
15120,2010,6,6,2000,0,4.96,12.4
15120,2010,6,6,2100,0,4.96,12.4
15120,2010,6,6,2200,0,4.96,12.4
15120,2010,6,6,2300,0,4.96,12.4
15120,2010,6,6,2400,0,4.96,12.4
15120,2010,6,7,100,0,4.96,12.4
15120,2010,6,7,200,0,4.96,12.4
15120,2010,6,7,300,0,4.96,12.4
15120,2010,6,7,400,0,4.96,12.4
15120,2010,6,7,500,0,4.96,12.4
15120,2010,6,7,600,0,4.96,12.4
15120,2010,6,7,700,0,4.96,12.4
15120,2010,6,7,800,0,4.96,12.4
15120,2010,6,7,900,0,4.96,12.4
15120,2010,6,7,1000,0,4.96,12.4
15120,2010,6,7,1100,0,4.96,12.4
15120,2010,6,7,1200,0,4.96,12.4
15120,2010,6,7,1300,0,4.96,12.4
15120,2010,6,7,1400,0,4.96,12.4
15120,2010,6,7,1500,0,4.96,12.4
15120,2010,6,7,1600,0,4.96,12.4
15120,2010,6,7,1700,0,4.99,12.4
15120,2010,6,7,1800,0,5.01,12.4
15120,2010,6,7,1900,0,5.02,12.4
15120,2010,6,7,2000,0,5.03,12.4
15120,2010,6,7,2100,0,5.04,12.4
15120,2010,6,7,2200,0,5.04,12.4
15120,2010,6,7,2300,0,5.05,12.4
15120,2010,6,7,2400,0,5.05,12.4
15120,2010,6,8,100,0,5.06,12.4
15120,2010,6,8,200,0,5.06,12.4
15120,2010,6,8,300,0,5.06,12.4
15120,2010,6,8,400,0,5.06,12.4
15120,2010,6,8,500,0,5.05,12.4
15120,2010,6,8,600,0,5.05,12.4
15120,2010,6,8,700,0,5.05,12.4
15120,2010,6,8,800,0,5.05,12.4
15120,2010,6,8,900,0,5.04,12.4
15120,2010,6,8,1000,0,5.03,12.4
15120,2010,6,8,1100,0,5.02,12.4
15120,2010,6,8,1200,0,5.02,12.4
15120,2010,6,8,1300,0,5.01,12.4
15120,2010,6,8,1400,0,5.0,12.4
15120,2010,6,8,1500,0,5.0,12.4
15120,2010,6,8,1600,0,4.99,12.4
15120,2010,6,8,1700,0,4.99,12.4
15120,2010,6,8,1800,0,4.98,12.4
15120,2010,6,8,1900,0,4.98,12.4
15120,2010,6,8,2000,0,4.98,12.4
15120,2010,6,8,2100,0,4.97,12.4
15120,2010,6,8,2200,0,4.97,12.4
15120,2010,6,8,2300,0,4.97,12.4
15120,2010,6,8,2400,0,4.97,12.4
15120,2010,6,9,100,0,4.97,12.4
15120,2010,6,9,200,0,4.97,12.4
15120,2010,6,9,300,0,4.96,12.4
15120,2010,6,9,400,0,4.96,12.4
15120,2010,6,9,500,0,4.96,12.4
15120,2010,6,9,600,0,4.96,12.4
15120,2010,6,9,700,0,4.96,12.4
15120,2010,6,9,800,0,4.96,12.4
15120,2010,6,9,900,0,4.96,12.4
15120,2010,6,9,1000,0,4.96,12.4
15120,2010,6,9,1100,0,4.96,12.4
15120,2010,6,9,1200,0,4.96,12.4
15120,2010,6,9,1300,0,4.97,12.4
15120,2010,6,9,1400,0,4.97,12.4
15120,2010,6,9,1500,0,4.97,12.4
15120,2010,6,9,1600,0,4.96,12.4
15120,2010,6,9,1700,0,4.96,12.4
15120,2010,6,9,1800,0,4.96,12.4
15120,2010,6,9,1900,0,4.96,12.4
15120,2010,6,9,2000,0,4.96,12.4
15120,2010,6,9,2100,0,4.96,12.4
15120,2010,6,9,2200,0,4.96,12.4
15120,2010,6,9,2300,0,4.96,12.4
15120,2010,6,9,2400,0,4.96,12.4
15120,2010,6,10,100,0,4.96,12.4
15120,2010,6,10,200,0,4.96,12.4
15120,2010,6,10,300,0,4.96,12.4
15120,2010,6,10,400,0,4.96,12.4
15120,2010,6,10,500,0,4.96,12.4
15120,2010,6,10,600,0,4.96,12.3
15120,2010,6,10,700,0,4.96,12.4
15120,2010,6,10,800,0,4.95,12.4
15120,2010,6,10,900,0,4.95,12.4
15120,2010,6,10,1000,0,4.95,12.4
15120,2010,6,10,1100,0,4.95,12.4
15120,2010,6,10,1200,0,4.96,12.4
15120,2010,6,10,1300,0,4.95,12.4
15120,2010,6,10,1400,0,4.96,12.4
15120,2010,6,10,1500,0,4.95,12.4
15120,2010,6,10,1600,0,4.95,12.4
15120,2010,6,10,1700,0,4.95,12.4
15120,2010,6,10,1800,0,4.95,12.4
15120,2010,6,10,1900,0,4.95,12.4
15120,2010,6,10,2000,0,4.95,12.4
15120,2010,6,10,2100,0,4.95,12.4
15120,2010,6,10,2200,0,4.95,12.4
15120,2010,6,10,2300,0,4.95,12.4
15120,2010,6,10,2400,0,4.96,12.4
15120,2010,6,11,100,0,4.96,12.4
15120,2010,6,11,200,0,4.96,12.4
15120,2010,6,11,300,0,4.96,12.4
15120,2010,6,11,400,0,4.96,12.4
15120,2010,6,11,500,0,4.96,12.4
15120,2010,6,11,600,0,4.96,12.4
15120,2010,6,11,700,0,4.96,12.4
15120,2010,6,11,800,0,4.95,12.4
15120,2010,6,11,900,0,4.96,12.4
15120,2010,6,11,1000,0,4.95,12.4
15120,2010,6,11,1100,0,4.95,12.4
15120,2010,6,11,1200,0,4.95,12.4
15120,2010,6,11,1300,0,4.95,12.4
15120,2010,6,11,1400,0,4.95,12.4
15120,2010,6,11,1500,0,4.95,12.4
15120,2010,6,11,1600,0,4.95,12.4
15120,2010,6,11,1700,0,4.95,12.4
15120,2010,6,11,1800,0,4.95,12.4
15120,2010,6,11,1900,0,4.95,12.4
15120,2010,6,11,2000,0,4.95,12.4
15120,2010,6,11,2100,0,4.95,12.4
15120,2010,6,11,2200,0,4.95,12.4
15120,2010,6,11,2300,0,4.96,12.4
15120,2010,6,11,2400,0,4.96,12.4
15120,2010,6,12,100,0,4.96,12.4
15120,2010,6,12,200,0,4.96,12.4
15120,2010,6,12,300,0,4.96,12.4
15120,2010,6,12,400,0,4.96,12.4
15120,2010,6,12,500,0,4.96,12.4
15120,2010,6,12,600,0,4.96,12.4
15120,2010,6,12,700,0,4.96,12.4
15120,2010,6,12,800,0,4.96,12.4
15120,2010,6,12,900,0,4.95,12.4
15120,2010,6,12,1000,0,4.95,12.4
